epoch,gen_total_loss,gen_gan_loss,gen_l1_loss,per_loss,disc_loss,gen_total_loss_val,gen_gan_loss_val,gen_l1_loss_val,per_loss_val,disc_loss_val
1,3.9428691397799125,5.967976842319021,0.21828065773859473,648.8237463771707,0.08201095554296164,2.5033010344694158,8.606859236424512,0.15452148502711022,405.4834859866907,0.002429571189447352
2,2.3289186636410135,8.964632357701216,0.12894226152191657,375.98535954314883,0.001255000208454863,2.348029574073187,10.02296453324875,0.10240331965655383,377.8036320752437,0.0007016763218740776
3,2.164614102450928,10.480826020004725,0.11028604158338638,346.6107678347295,0.0003157467275890091,2.2040309952037167,12.332613078202352,0.10340720749284961,350.72266566210453,0.00022624878503919906
4,2.072498653179938,11.7186564752371,0.10344586276845767,329.619154027429,0.00014206126282233797,2.1368353612352124,14.862840957452756,0.10190302220606567,336.1522644042969,0.0001783010569996273
5,1.9967548088124483,10.410909672420804,0.10227264596684145,318.7407972940124,0.006713007171731083,2.0388835300313364,9.255158887129959,0.10200038802358184,327.3037050832616,0.08543845307179046
6,1.90623338138408,8.298627732856438,0.09814187409079606,306.47715360056054,0.03096594855143831,1.989421446783708,10.768714114204787,0.10350758737266653,317.03944044207583,0.047989441955832095
7,1.8511534872474056,8.757198172748678,0.0950117506437225,296.69096069147093,0.02258476060886294,1.8887885368696533,7.25400040456933,0.082670355046002,304.98830078427153,0.07276643350965915
8,1.8134305085581128,9.526907529925356,0.0935101585241385,289.38002129923,0.012409954736964516,1.9050590987842861,9.411470671735778,0.09145459867276177,304.8087945390456,0.051712717168337995
9,1.7604432493595794,8.384395037311139,0.08840145245010014,282.0806759201654,0.06970733794939028,1.7208582524025795,1.3555019875979144,0.07696782490330757,284.8740895828398,3.0020996805169795
10,1.6791848295912295,4.936628881982057,0.07929311938731387,273.1498088137938,0.450380820169985,3.4248480572558866,22.6356042837417,0.17086831875661812,540.3424181909844,2.8810302207550715
11,1.6126659306854305,3.2962295918218274,0.07720143903636992,264.2540106197395,0.8551217938883986,1.7802072384274832,1.0618684990075646,0.06864576057927443,295.17097064480924,4.116436385754311
12,1.6210627997865772,1.5982603119520267,0.0740426279604435,267.9227129549083,1.2061380411286164,4.294564089695416,0.12927646761816128,0.3145219535852718,715.0641068789039,5.292995863267691
13,1.56345615999976,1.0338339428002439,0.07040543025082881,259.0802367295369,1.4455741970698432,30.63491790574966,3.014298867580848,1.634373873483279,5099.076566647067,3.14554078074375
14,1.4963137530823156,1.0186906318041948,0.06790591255383621,247.91419258306522,1.3555770041476383,1.6567283266104094,0.5829886334957463,0.08773075309535949,275.1978493190048,1.7750184809807503
15,1.4517777640114327,1.0938319047451905,0.06404608873890177,240.39777205438898,1.2602824716579797,3.462149994532661,1.3072512260610514,0.2481946594164808,574.8683326645653,1.4771590086493163
16,1.4159710428576069,1.0602605007367558,0.06276660285668798,234.47688001028382,1.2747866783696826,1.8826827153268426,0.8291844194625864,0.1266238612316475,312.46383058151395,1.5741182957545365
17,1.383177157450873,1.0688790387261917,0.060646114497454745,229.00327512202875,1.2520824755920041,1.9552521979897328,1.1160964219434426,0.14080517181739358,324.1525597732846,1.465936572716968
18,1.3520248360968758,1.0371641331195536,0.058885968592718684,223.85644173055593,1.2655441007991828,2.0198117083842213,1.796283667010836,0.14363153838727735,334.00085175013777,1.607081937907946
19,1.3279653525404116,1.016224482880518,0.05836593063898606,219.8753145118751,1.2633210426805044,1.518761354743844,0.9054622247372524,0.0708490063242688,251.80152553898273,1.7692948758011997
20,1.306029560490705,1.0057037953471784,0.05730575470180057,216.23514332346397,1.260350116939828,1.5210652146304007,0.9054721362815045,0.07878757004838179,252.17225808625173,1.7908981146198688
21,1.285730138605479,0.9969437867144842,0.056843069231709335,212.86435772215967,1.256766988366547,1.4340672167073383,0.8708352168007653,0.0633788829466494,237.7444559305021,1.6221065097516125
22,1.2642237666182883,0.989323000049237,0.05605377753237539,209.29143921125052,1.2390708400028767,1.4594392476105453,0.6954112400365348,0.06883295415946752,242.19793575777865,1.827583130397419
23,1.2455757236237277,0.9853055009599959,0.055560777518013034,206.18961046237757,1.2529608801302343,1.5450003326234252,0.6348199039255038,0.087517405850905,256.5077642686296,1.6620955290770767
24,1.2300558640003794,0.9984491050169609,0.054973094477917595,203.58642214217988,1.2405089964961062,1.4329641422127732,0.6303786429733333,0.0720288750927637,237.86680146774444,1.8371091684492509
25,1.2133338077860598,0.9910283789038659,0.05450570044375145,200.8100856724352,1.2371467378469978,1.4519068466849847,1.5558657653260939,0.08088518931797825,239.77517654872176,2.472039350188605
26,1.1998893858035011,1.0082713632816724,0.05426806894564393,198.5467540604053,1.2360854446445362,1.4206628660754401,0.48574559333005757,0.07258598974509405,236.00850505451166,1.688171603538022
27,1.1848504634961339,0.9896799215954719,0.05386855146192973,196.06572106852389,1.2439228156563078,1.3670391610205763,0.8101222313276611,0.05775099242899087,226.6634430441526,2.056907382814011
28,1.17367144135371,1.0036703374273706,0.05387284713382325,194.1838899296109,1.2316084485537935,1.368875661993971,0.49811790492570046,0.06210354052410268,227.3782781147721,1.705545953358754
29,1.158696126019453,0.9950334746427465,0.05311095362787347,191.7007893921125,1.230707458709136,1.3646648503176058,0.40760242964076526,0.06670298066617239,226.78949754356157,1.7593263601312543
30,1.1470611527801888,0.9921332171795392,0.05280666066481188,189.76600171646268,1.2324952445112833,1.3309026144076102,0.9943154686158246,0.05895502045750618,220.39308809714743,1.4851701240728397
31,1.1373486329054479,1.006707275677288,0.052699026186941285,188.12799581678786,1.2128143792842874,1.3611105838772093,1.3982967183141426,0.06147855055140387,224.88490197587723,2.4276347060014705
32,1.1238681517615177,1.0206017021643052,0.052336470321706026,185.8633269144757,1.2069754024248311,1.3384501016376043,0.73759187864195,0.053817734705044494,222.00186222000877,1.7577157467898756
33,1.1143588023518425,1.0039541661813118,0.05200531393437102,184.3011840537043,1.220384688188534,1.3464918015174347,0.9306135336066237,0.06114956962663939,223.07256419304574,1.9502261513530619
34,1.1063454996112108,1.0043818898646548,0.051656565022203005,182.9656447127314,1.225503060501991,1.3218694903325325,0.7256413352961587,0.057710656114291436,219.24787394268677,1.8967416593343904
35,1.0968611744038834,1.0068741908130965,0.051556973924657495,181.38176681924574,1.218831835001117,1.3521898502760594,0.3497852555891075,0.06461335068365726,224.79090416218975,1.7602813341239891
36,1.0861468013062483,1.0107567820144763,0.05127737887922933,179.59132741748695,1.2135667605122717,1.3112229122088688,0.6881709404363491,0.056988658822409,217.524607356232,2.11188169564351
37,1.081843435858367,1.0090912303417037,0.05145171319623247,178.87602943854756,1.2326630297273693,1.495656500860016,1.3843585217058068,0.09243453547432282,247.2762121918178,1.604927896273018
38,1.070633202663964,1.017444589793092,0.05088879211464583,176.99745807553282,1.2117294169593567,1.3881230122972243,1.7411857531802488,0.07033365344499598,228.91502893089068,2.6123001583732
39,1.0646467592917603,0.9967920086171368,0.050713164928267794,176.02754710782872,1.2273942396782411,1.2948218244727294,1.4310650652588004,0.05529654677772876,213.8033885936926,2.386305915129067
40,1.0575466385074328,1.0002040516400692,0.050613864721490605,174.83980972979327,1.2237344003697432,1.2969708374231168,1.097793660276007,0.06092595349960398,214.59653636252526,2.2982077794499918
41,1.050920615883747,1.0106966852145916,0.05036857560332311,173.72189133662988,1.2280920921723442,1.2871437647555135,0.39521888315972714,0.0606335985188437,213.89594374552811,1.7309730985377094
42,1.0415431950923681,1.0194631037772588,0.050190682143046714,172.14759546058013,1.2070713653865428,1.2750541633751133,0.7008915720157104,0.05981892106482888,211.47480532013543,1.843602753747808
43,1.0353431859450175,1.01945262161812,0.05038475106368856,171.11395153952117,1.2140482008162112,1.2634975194857263,0.6317162844656717,0.055965389008864316,209.64735453010786,1.8358306398486146
44,1.031492660628023,1.033046549816828,0.05018708443379786,170.4544012452116,1.2089557174925167,1.2727937167381296,0.40988476208531033,0.057548520490895996,211.48985672941302,1.8452738639151696
45,1.025312023086123,1.026969691454479,0.05003479565539867,169.43265135075785,1.2140970356098497,1.2878867834806442,1.930872420745321,0.05335555664346655,211.98437300389355,2.6906734308393876
46,1.0166868142617664,1.0398553723303399,0.050058986333263396,167.97789557711914,1.2055038154715358,1.2504867731344582,0.8668052764812318,0.054370602489550515,207.16810230217357,2.4927735517520717
47,1.0136240610483997,1.0400937062826487,0.04982643607948529,167.467506594233,1.213367932710317,1.3111020740306023,0.9568700605099744,0.060885114958602014,217.13970780703102,2.253745106895371
48,1.0033337899677381,1.0355648576180534,0.04988283243140962,165.75840555181597,1.2108518210820634,1.3105004268560079,1.5163899039277935,0.06554013388508027,216.28564920519838,2.2479659918511268
49,0.9996290771161566,1.0362568862441153,0.04964197352712992,165.1404320424146,1.2070026937540215,1.2589734771759202,0.6481347972803777,0.05464548246547727,208.87365558359883,1.9985016160672253
50,0.9962732393940044,1.0461310441393663,0.04984748464557204,164.5676176302504,1.1994339543551502,1.2535528969720449,0.9280535726854117,0.05333926288577,207.5991777042351,1.7592874797263949
